0.25615,0.015384,0.010334,1
0.37265,0.17148,0.010251,1
0.34733,0.13756,0.010169,1
0.32201,0.10363,0.010086,1
0.2967,0.069712,0.010003,1
0.30104,0.075533,0.0099204,1
0.41359,0.15546,0.0079189,1
0.4132,0.15484,0.0080484,1
0.4128,0.15422,0.0081778,1
0.4124,0.15361,0.008308,1
0.41201,0.15299,0.0084375,1
0.41162,0.15237,0.008567,2
0.41122,0.15175,0.0086972,2
0.41083,0.15113,0.0088266,2
0.41043,0.15051,0.0089561,2
0.41003,0.14989,0.0090856,2
0.40964,0.14927,0.0092158,2
0.40925,0.14865,0.0093452,2
0.40885,0.14803,0.0094747,2
0.40846,0.14741,0.0096049,2
0.40806,0.14679,0.0097344,2
0.40767,0.14617,0.0098638,2
0.4053,0.14246,0.010642,3
0.4049,0.14184,0.010772,3
0.40451,0.14122,0.010901,3
0.40411,0.1406,0.011031,3
0.40372,0.13998,0.011161,3
0.40333,0.13936,0.017113,3
0.40293,0.13874,0.023065,3
0.40254,0.13812,0.029018,3
0.40214,0.1375,0.03497,3
0.40175,0.13688,0.034222,3
0.40135,0.13626,0.033473,3
0.3662,0.081109,0.020746,1
0.36685,0.082118,0.019997,1
0.36749,0.083128,0.019249,1
0.36813,0.084138,0.0185,1
0.36878,0.085148,0.017751,1
0.36942,0.086158,0.017003,1
0.39876,0.18908,0.025714,2
0.39727,0.18683,0.025952,2
0.39577,0.18458,0.02619,2
0.39428,0.18232,0.026429,2
0.39279,0.18007,0.026667,2
0.3913,0.17782,0.026905,2
0.38981,0.17557,0.027143,2
0.38831,0.17331,0.027381,2
0.38682,0.17106,0.027619,2
0.37638,0.1553,0.029286,3
0.37489,0.15305,0.029524,3
0.3734,0.15079,0.029762,3
0.3719,0.14854,0.03,3
0.37041,0.14629,0.030238,3
0.36892,0.14404,0.030476,3
0.36743,0.14178,0.030714,3
0.36594,0.13953,0.030952,3
0.36444,0.13728,0.03119,3
0.36295,0.13503,0.031429,3
0.36146,0.13278,0.031667,3
0.33461,0.092235,0.031622,1
0.33312,0.089983,0.02753,1
0.33162,0.087731,0.023438,1
0.33013,0.085479,0.019345,1
0.32864,0.083227,0.015253,1
0.32715,0.080974,0.011161,1
0.41833,0.084159,0.010664,1
0.40096,0.057414,0.016121,1
0.4053,0.0641,0.021577,1
0.40965,0.070787,0.020277,1
0.41399,0.077473,0.018976,1
0.41833,0.084159,0.017676,1
0.41833,0.084159,0.016375,1
0.41833,0.084159,0.015074,1
0.38744,0.21231,0.017857,2
0.38571,0.20999,0.017671,2
0.38398,0.20766,0.017485,2
0.38224,0.20533,0.017299,2
0.38051,0.20301,0.017113,2
0.37011,0.18905,0.015997,3
0.36838,0.18672,0.015811,3
0.36665,0.18439,0.015625,3
0.36492,0.18207,0.017857,3
0.36319,0.17974,0.020089,3
0.36145,0.17741,0.022321,3
0.35972,0.17508,0.024554,3
0.35798,0.17276,0.026786,3
0.35625,0.17043,0.029018,3
0.35452,0.1681,0.03125,3
0.35279,0.16577,0.033482,3
0.35106,0.16345,0.035714,3
0.34932,0.16112,0.037946,3
0.34759,0.15879,0.040179,3
0.28801,0.078769,0.31565,1
0.27353,0.05932,0.34097,1
0.42205,0.1181,0.007186,1
0.42377,0.1207,0.0071689,1
0.42549,0.1233,0.0071525,1
0.35462,0.18231,0.022074,1
0.34883,0.17406,0.014385,1
0.34303,0.16582,0.0066964,1
0.33724,0.15757,0.0067344,1
0.33145,0.14933,0.0067731,1
0.38414,0.21693,0.0054057,2
0.38132,0.21318,0.0052504,2
0.3785,0.20943,0.0050949,2
0.37568,0.20567,0.0049396,2
0.37286,0.20192,0.0047842,2
0.37004,0.19816,0.0046288,2
0.36722,0.19441,0.0044734,2
0.3644,0.19066,0.004318,2
0.36158,0.1869,0.0041626,2
0.35875,0.18316,0.0040072,2
0.34183,0.16064,0.0030749,3
0.33901,0.15689,0.0029195,3
0.33619,0.15313,0.0027641,3
0.33337,0.14938,0.0026087,3
0.33055,0.14563,0.0024533,3
0.32773,0.14187,0.0022979,3
0.3249,0.13812,0.0021426,3
0.32208,0.13437,0.0019871,3
0.31926,0.13062,0.0018318,3
0.31644,0.12686,0.0016764,3
0.31362,0.12311,0.001521,3
0.3108,0.11936,0.0013656,3
0.33145,0.14683,0.20999,1
0.41432,0.11102,0.0027792,1
0.41411,0.11068,0.0029616,1
0.4139,0.11034,0.003144,1
0.41368,0.11001,0.0033263,1
0.41347,0.10967,0.0035087,1
0.41326,0.10934,0.0036911,2
0.41305,0.109,0.0038734,2
0.41284,0.10867,0.0040558,2
0.41262,0.10833,0.0042382,2
0.41241,0.10799,0.0044205,2
0.4122,0.10766,0.0046029,2
0.41199,0.10732,0.0047853,2
0.41178,0.10699,0.0049676,2
0.41156,0.10665,0.00515,2
0.41135,0.10632,0.0053324,2
0.41114,0.10598,0.0055147,2
0.40987,0.10397,0.0066089,3
0.40965,0.10363,0.0067909,3
0.40944,0.10329,0.006974,3
0.40923,0.10296,0.0071563,3
0.40901,0.10262,0.0073385,3
0.40881,0.10229,0.0075208,3
0.40859,0.10195,0.0077031,3
0.40838,0.10162,0.0078854,3
0.40817,0.10128,0.0080677,3
0.40795,0.10094,0.00825,3
0.40775,0.10061,0.0084323,3
0.40753,0.10027,0.0086146,3
0.3466,0.25813,0.0030749,1
0.33803,0.24785,0.0026087,1
0.32946,0.23755,0.0021426,2
0.32088,0.22726,0.0016764,2
0.31231,0.21698,0.0012102,2
0.30374,0.20668,0.00074405,2
0.29517,0.19639,0.0010965,2
0.2866,0.1861,0.001449,2
0.27803,0.17581,0.0018014,2
0.26946,0.16552,0.0021538,2
0.26089,0.15523,0.0025063,2
0.25231,0.14494,0.0028587,2
0.24374,0.13465,0.0032112,2
0.23518,0.12436,0.0035636,2
0.18375,0.062617,0.0056783,3
0.18993,0.070045,0.0060307,3
0.19612,0.077473,0.0063831,3
0.20231,0.084901,0.0067359,3
0.2085,0.092329,0.0070878,3
0.21468,0.099758,0.0074405,3
0.22087,0.10719,0.0077932,3
0.22705,0.11461,0.0081451,3
0.23324,0.12204,0.0084978,3
0.23943,0.12947,0.0088504,3
0.24562,0.1369,0.0092024,3
0.25181,0.14433,0.0095551,3
0.25799,0.15175,0.0099077,3
0.32566,0.23299,0.07263,1
0.30538,0.20865,0.094807,1
0.28511,0.18431,0.11699,1
0.27932,0.17736,0.13917,1
0.27353,0.1704,0.16135,1
0.37024,0.11984,0.0052083,1
0.359,0.098656,0.0022321,1
0.34777,0.077473,0.0022492,1
0.33654,0.05629,0.0022662,1
0.3253,0.035107,0.0022832,1
0.31407,0.013924,0.0023002,1
0.36427,0.11119,0.0057565,2
0.36765,0.11656,0.0059394,2
0.37103,0.12192,0.0061221,2
0.37441,0.12728,0.0063048,2
0.37779,0.13265,0.0064876,2
0.40418,0.17454,0.0092292,3
0.40096,0.16943,0.0094115,3
0.33981,0.072364,0.012884,1
0.3366,0.067255,0.013066,1
0.33338,0.062146,0.013249,1
0.386,0.14568,0.013432,1
0.33724,0.27979,0.0069896,1
0.33393,0.27604,0.0069427,1
0.33062,0.27229,0.0068958,1
0.32731,0.26854,0.006849,1
0.324,0.2648,0.0068021,2
0.32069,0.26104,0.0067552,2
0.31738,0.2573,0.0067083,2
0.31407,0.25355,0.0066612,2
0.31077,0.24981,0.0066143,2
0.30745,0.24605,0.0065674,2
0.30414,0.24231,0.0065205,2
0.30083,0.23856,0.0064737,2
0.29752,0.23481,0.0064269,2
0.29421,0.23106,0.00638,2
0.2909,0.22732,0.0063331,2
0.32349,0.26421,0.0060519,3
0.32891,0.27036,0.0060051,3
0.33435,0.27651,0.0059582,3
0.32179,0.2623,0.0058176,3
0.26773,0.20109,0.0057707,3
0.26194,0.19452,0.005677,3
0.15189,0.069905,0.0056301,3
0.15412,0.072428,0.0055833,3
0.15634,0.07495,0.0055364,3
0.38301,0.2128,0.01206,3
0.37924,0.20759,0.012219,3
0.37546,0.20238,0.012379,3
0.37168,0.19718,0.012538,3
0.36791,0.19197,0.012698,3
0.36414,0.18677,0.012857,3
0.36036,0.18156,0.013017,3
0.35658,0.17636,0.013176,3
0.27353,0.061859,0.038597,1
0.39642,0.19378,0.0089412,2
0.39454,0.19114,0.009093,2
0.39266,0.18849,0.0092448,2
0.39079,0.18585,0.0093973,2
0.38892,0.1832,0.0095491,2
0.38704,0.18056,0.0097009,2
0.38516,0.17792,0.0098527,2
0.38329,0.17527,0.010004,2
0.38141,0.17263,0.010156,2
0.37954,0.16999,0.010309,2
0.36641,0.15148,0.011372,3
0.36454,0.14884,0.011524,3
0.36266,0.1462,0.011676,3
0.36079,0.14356,0.011827,3
0.35891,0.14091,0.011979,3
0.35703,0.13827,0.012131,3
0.35516,0.13563,0.012283,3
0.35329,0.13298,0.012435,3
0.35141,0.13034,0.012587,3
0.34953,0.1277,0.012739,3
0.34766,0.12505,0.012891,3
0.34579,0.12241,0.013042,3
0.31203,0.07483,0.0052083,1
0.31016,0.072186,0.0072277,1
0.30828,0.069543,0.0092478,1
0.31875,0.084304,0.011267,1
0.32923,0.099065,0.013286,1
0.33613,0.1088,0.015306,1
0.4152,0.077483,0.0088713,1
0.4152,0.077493,0.009192,1
0.41521,0.077502,0.0095119,1
0.41521,0.077512,0.0098326,1
0.41522,0.077522,0.010153,1
0.41522,0.077532,0.010472,2
0.41523,0.077542,0.010793,2
0.41524,0.077552,0.011113,2
0.41524,0.077562,0.011434,2
0.41525,0.077571,0.011754,2
0.41525,0.077581,0.012074,2
0.41526,0.077591,0.012394,2
0.41526,0.077601,0.012714,2
0.41528,0.077611,0.013035,2
0.41528,0.077621,0.013355,2
0.41529,0.077631,0.013675,2
0.41532,0.07769,0.015597,3
0.41533,0.0777,0.015917,3
0.41533,0.077709,0.016237,3
0.41534,0.077719,0.016557,3
0.41535,0.077729,0.016877,3
0.41535,0.077739,0.017198,3
0.41536,0.077749,0.017518,3
0.41537,0.077759,0.017838,3
0.41537,0.077769,0.018158,3
0.41538,0.077778,0.018478,3
0.41539,0.077788,0.018799,3
0.41539,0.077798,0.019119,3
0.41551,0.077985,0.052016,1
0.41551,0.077995,0.066863,1
0.41552,0.078005,0.081711,1
0.41553,0.078015,0.096555,1
0.41553,0.078025,0.11141,1
0.41946,0.081323,0.0067277,1
0.42053,0.083248,0.0066192,1
0.4216,0.085173,0.0065107,1
0.42267,0.087099,0.0064022,1
0.42374,0.089023,0.0062936,1
0.42482,0.090949,0.0061851,2
0.42589,0.092874,0.0060766,2
