0.86412,0.50237,0.030064,0.00072152,1
0.8054,0.403,0.029824,0.00017266,1
0.74669,0.3036,0.02958,4.842e-05,1
0.688,0.20423,0.029337,0,1
0.69806,0.22128,0.029095,6.5761e-06,1
0.95905,0.45544,0.023225,6.5761e-06,1
0.95814,0.45362,0.023604,7.0186e-05,1
0.95722,0.45181,0.023984,0.00017204,1
0.95629,0.45002,0.024366,0.00037366,1
0.95539,0.4482,0.024746,0.00062207,1
0.95448,0.44639,0.025125,0.0014367,2
0.95355,0.44457,0.025507,0.0034284,2
0.95265,0.44276,0.025887,0.0066628,2
0.95172,0.44094,0.026267,0.011071,2
0.95079,0.43912,0.026646,0.011071,2
0.94989,0.43731,0.027028,0.015172,2
0.94899,0.43549,0.027408,0.01974,2
0.94806,0.43367,0.027787,0.025727,2
0.94715,0.43186,0.028169,0.032498,2
0.94623,0.43004,0.028549,0.03987,2
0.94532,0.42822,0.028929,0.047952,2
0.93983,0.41736,0.031211,0.056878,3
0.9389,0.41554,0.031592,0.067445,3
0.93799,0.41372,0.031971,0.080889,3
0.93707,0.41191,0.032352,0.099421,3
0.93616,0.41009,0.032733,0.12577,3
0.93526,0.40827,0.050189,0.14969,3
0.93433,0.40646,0.067645,0.1767,3
0.93343,0.40464,0.085104,0.20682,3
0.9325,0.40282,0.10256,0.2399,3
0.93159,0.40101,0.10037,0.27563,3
0.93067,0.39919,0.09817,0.31351,3
0.84916,0.23762,0.060844,0.35294,1
0.85067,0.24058,0.058647,0.39324,1
0.85215,0.24353,0.056454,0.43672,1
0.85363,0.24649,0.054257,0.47958,1
0.85514,0.24945,0.05206,0.52279,1
0.85663,0.25241,0.049867,0.56403,1
0.92466,0.55393,0.075414,0.60291,2
0.92121,0.54734,0.076112,0.63928,2
0.91773,0.54075,0.07681,0.6731,2
0.91427,0.53413,0.077511,0.70442,2
0.91082,0.52754,0.078209,0.73336,2
0.90736,0.52095,0.078907,0.77156,2
0.90391,0.51436,0.079605,0.81139,2
0.90043,0.50773,0.080303,0.84573,2
0.89697,0.50114,0.081001,0.87521,2
0.87277,0.45497,0.08589,0.90036,3
0.86931,0.44838,0.086588,0.92168,3
0.86586,0.44176,0.087286,0.93962,3
0.86238,0.43517,0.087984,0.95455,3
0.85892,0.42858,0.088682,0.96686,3
0.85547,0.42198,0.08938,0.97681,3
0.85201,0.41536,0.090078,0.98467,3
0.84856,0.40877,0.090776,0.98976,3
0.84508,0.40218,0.091474,0.9937,3
0.84162,0.39559,0.092175,0.9966,3
0.83817,0.389,0.092873,0.9982,3
0.77591,0.27021,0.092741,0.99926,1
0.77245,0.26362,0.08074,0.99975,1
0.76897,0.25702,0.068739,0.99995,1
0.76552,0.25042,0.056735,0.99989,1
0.76206,0.24382,0.044734,0.99956,1
0.75861,0.23722,0.032733,0.99902,1
0.97004,0.24655,0.031275,0.99902,1
0.92976,0.1682,0.04728,0.99596,1
0.93983,0.18779,0.063281,0.99289,1
0.94991,0.20738,0.059469,0.98981,1
0.95998,0.22697,0.055653,0.98673,1
0.97004,0.24655,0.05184,0.98151,1
0.97004,0.24655,0.048025,0.97627,1
0.97004,0.24655,0.044209,0.97101,1
0.89841,0.62199,0.052371,0.96573,2
0.8944,0.61519,0.051826,0.96149,2
0.89039,0.60837,0.05128,0.95961,2
0.88635,0.60154,0.050735,0.95961,2
0.88234,0.59474,0.050189,0.95687,2
0.85823,0.55385,0.046916,0.95412,3
0.85421,0.54702,0.046371,0.95136,3
0.8502,0.54019,0.045825,0.94861,3
0.84619,0.5334,0.052371,0.94713,3
0.84218,0.52657,0.058917,0.94713,3
0.83814,0.51975,0.065463,0.94613,3
0.83413,0.51292,0.072012,0.94613,3
0.8301,0.50612,0.078558,0.94512,3
0.82609,0.4993,0.085104,0.94412,3
0.82208,0.49247,0.09165,0.94211,3
0.81806,0.48564,0.098196,0.93808,3
0.81405,0.47885,0.10474,0.92999,3
0.81002,0.47202,0.11129,0.91366,3
0.80601,0.4652,0.11784,0.8905,3
0.66785,0.23076,0.92574,0.87861,1
0.63427,0.17379,1,0.86662,1
0.97867,0.34599,0.021075,0.85455,1
0.98266,0.35361,0.021025,0.84241,1
0.98664,0.36122,0.020977,0.8325,1
0.82231,0.5341,0.064739,0.8325,1
0.80888,0.50993,0.042188,0.8259,1
0.79543,0.48579,0.019639,0.81929,1
0.78201,0.46162,0.019751,0.81268,1
0.76858,0.43748,0.019864,0.80608,1
0.89076,0.63552,0.015854,0.79312,2
0.88422,0.62454,0.015398,0.77548,2
0.87768,0.61355,0.014942,0.75673,2
0.87114,0.60254,0.014487,0.74612,2
0.8646,0.59155,0.014031,0.73565,2
0.85806,0.58054,0.013575,0.72836,2
0.85152,0.56955,0.01312,0.72115,2
0.84499,0.55856,0.012664,0.71575,2
0.83845,0.54755,0.012208,0.71041,2
0.83188,0.53659,0.011752,0.70734,2
0.79265,0.47062,0.0090181,0.7043,3
0.78611,0.45963,0.0085623,0.70288,3
0.77957,0.44861,0.0081066,0.70288,3
0.77303,0.43763,0.0076508,0.69987,3
0.76649,0.42664,0.0071951,0.69688,3
0.75995,0.41563,0.0067393,0.69625,3
0.75339,0.40464,0.0062838,0.69625,3
0.74685,0.39365,0.0058278,0.6954,3
0.74031,0.38267,0.0053723,0.69456,3
0.73377,0.37165,0.0049166,0.69371,3
0.72723,0.36067,0.0044608,0.69285,3
0.7207,0.34968,0.004005,0.69103,3
0.76858,0.43016,0.61586,0.68989,1
0.96074,0.32525,0.0081509,0.68989,1
0.96026,0.32425,0.0086858,0.68959,1
0.95977,0.32326,0.0092208,0.68959,1
0.95926,0.32229,0.0097554,0.68929,1
0.95877,0.32129,0.01029,0.68898,1
0.95828,0.32033,0.010825,0.68838,2
0.9578,0.31933,0.01136,0.68717,2
0.95731,0.31836,0.011895,0.68476,2
0.9568,0.31737,0.01243,0.67994,2
0.95631,0.31637,0.012964,0.67155,2
0.95583,0.3154,0.013499,0.66257,2
0.95534,0.31441,0.014034,0.65359,2
0.95485,0.31344,0.014569,0.64463,2
0.95434,0.31245,0.015104,0.63567,2
0.95386,0.31148,0.015639,0.62445,2
0.95337,0.31048,0.016174,0.60971,2
0.95042,0.30459,0.019383,0.5922,3
0.94991,0.3036,0.019916,0.58083,3
0.94943,0.3026,0.020453,0.56948,3
0.94894,0.30163,0.020988,0.55815,3
0.94843,0.30064,0.021522,0.54885,3
0.94797,0.29967,0.022057,0.53957,3
0.94746,0.29868,0.022592,0.53029,3
0.94697,0.29771,0.023126,0.52103,3
0.94648,0.29671,0.023661,0.51177,3
0.94597,0.29572,0.024196,0.50253,3
0.94551,0.29475,0.02473,0.50211,3
0.945,0.29375,0.025265,0.50211,3
0.80371,0.75623,0.0090181,0.50211,1
0.78384,0.72611,0.0076508,0.49289,1
0.76397,0.69593,0.0062838,0.48367,2
0.74407,0.66579,0.0049166,0.47657,2
0.7242,0.63567,0.0035493,0.46694,2
0.70432,0.6055,0.0021822,0.46378,2
0.68445,0.57535,0.0032158,0.46062,2
0.66458,0.5452,0.0042496,0.45454,2
0.64471,0.51506,0.0052832,0.44858,2
0.62483,0.48491,0.0063167,0.44858,2
0.60496,0.45477,0.0073505,0.43781,2
0.58507,0.42462,0.008384,0.42706,2
0.56519,0.39447,0.0094178,0.40609,2
0.54534,0.36433,0.010451,0.3901,2
0.42609,0.18344,0.016653,0.3778,3
0.44042,0.20521,0.017687,0.36553,3
0.45477,0.22697,0.01872,0.35327,3
0.46912,0.24873,0.019755,0.34103,3
0.48348,0.27049,0.020787,0.32882,3
0.49781,0.29225,0.021822,0.32851,3
0.51216,0.31403,0.022856,0.32851,3
0.52649,0.33576,0.023888,0.32746,3
0.54085,0.35753,0.024922,0.32639,3
0.5552,0.3793,0.025957,0.32529,3
0.56955,0.40107,0.026989,0.32417,3
0.58391,0.42283,0.028023,0.32046,3
0.59824,0.44457,0.029057,0.31341,3
0.75515,0.68257,0.21301,0.30477,1
0.70813,0.61127,0.27805,0.29481,1
0.66112,0.53996,0.34311,0.28333,1
0.6477,0.5196,0.40816,0.27012,1
0.63427,0.49921,0.47321,0.255,1
